nombre producto,precio,link,categoria,fecha
Camisa Manga Corta Hombre Buckhollow Short,$54.990,https://www.columbiachile.cl/camisa-manga-corta-hombre-buckhollow-short-columbia-1931951/p?property__Color=%28397%29%20STONE%20GREEN,hombre,2022-07-27
Polar Polar Powder F/Z,$89.990,https://www.columbiachile.cl/polar-hombre-polar-powder-f-z-columbia-1920291/p?property__Color=%28023%29%20CITY%20GREY,hombre,2022-07-27
Short M Titan Pass™,$59.990,https://www.columbiachile.cl/clb-short-hombre-m-titan-pass-short-1886441/p?property__Color=%28257%29%20DELTA,hombre,2022-07-27
Short Silver Ridge™ Cargo,$39.990,https://www.columbiachile.cl/clb-short-hombre-silver-ridge-cargo-1441701/p?property__Color=%28319%29%20OLIVE%20GREEN,hombre,2022-07-27
Short Silver Ridge™ Printed Cargo,$44.990,https://www.columbiachile.cl/clb-short-hombre-silver-ridge-printed-1587031/p?property__Color=%28013%29%20BLACK%20CAMO,hombre,2022-07-27
Mochila Hawthorne™ 32L,$99.990,https://www.columbiachile.cl/clb-mochila-unisex-hawthorne-32l-back-1890791/p?property__Color=%28835%29%20CARNELIAN%20RED,hombre,2022-07-27
Camisa Manga Corta Hombre Triple Canyon,$49.990,https://www.columbiachile.cl/camisa-manga-corta-hombre-triple-canyon-columbia-1930381/p?property__Color=%28023%29%20CITY%20GREY,hombre,2022-07-27
Silver Ridge 2 Long,$59.990,https://www.columbiachile.cl/camisa-m-l-hombre-silver-ridge-2-long-columbia-1839311/p?property__Color=%28028%29%20GRILL,hombre,2022-07-27
Silver Ridge 2 Long,$59.990,https://www.columbiachile.cl/camisa-m-l-hombre-silver-ridge-2-long-columbia-1839311/p?property__Color=%28160%29%20FOSSIL,hombre,2022-07-27
Silver Ridge 2 Long,$59.990,https://www.columbiachile.cl/camisa-m-l-hombre-silver-ridge-2-long-columbia-1839311/p?property__Color=%28100%29%20WHITE,hombre,2022-07-27
Silver Ridge 2 Long,$59.990,https://www.columbiachile.cl/camisa-m-l-hombre-silver-ridge-2-long-columbia-1839311/p?property__Color=%28464%29COLLEGIATE%20NAVY,hombre,2022-07-27
Silver Ridge 2 Long,$49.990,https://www.columbiachile.cl/camisa-m-l-hombre-silver-ridge-2-long-columbia-1839311/p?property__Color=%28010%29%20BLACK,hombre,2022-07-27
EVAPOURATION JACKET,$119.990,https://www.columbiachile.cl/clb-chaqueta-hombre-evapouration-jacket-1562681/p?property__Color=%28433%29%20BRIGHT%20INDIGO,hombre,2022-07-27
EVAPOURATION JACKET,$119.990,https://www.columbiachile.cl/clb-chaqueta-hombre-evapouration-jacket-1562681/p?property__Color=%28465%29COLLEGIATE%20NAVY,hombre,2022-07-27
Midweight Stretch,$49.990,https://www.columbiachile.cl/primeras-capas-hombre-midweight-stretch-columbia-1638591/p?property__Color=%28100%29%20WHITE,hombre,2022-07-27
Pantalón Flare Gun™ Corduroy,$64.990,https://www.columbiachile.cl/clb-pantalon-hombre-flare-gun-corduroy-1867051/p?property__Color=%28795%29BURNISHED%20AMBER,hombre,2022-07-27
Pantalón Pilot Peak 5 Pocket,$49.990,https://www.columbiachile.cl/clb-pantalon-hombre-pilot-peak-5-pocket-1735471/p?property__Color=%28028%29%20GRILL,hombre,2022-07-27
Pantalón Pilot Peak 5 Pocket,$29.990,https://www.columbiachile.cl/clb-pantalon-hombre-pilot-peak-5-pocket-1735471/p?property__Color=%28837%29%20DEEP%20RUST,hombre,2022-07-27
Polar Hombre Klamath Range™ Full Zip,$49.990,https://www.columbiachile.cl/polar-hombre-klamath-range-full-zip-columbia-1911041/p?property__Color=%28010%29%20BLACK,hombre,2022-07-27
Polar Hombre Klamath Range™ Half Zip,$49.990,https://www.columbiachile.cl/polar-hombre-klamath-range-half-zip-columbia-1352471/p?property__Color=%28461%29%20SCOUT%20BLUE,hombre,2022-07-27
Polar Hombre Steens Mountain™,$49.990,https://www.columbiachile.cl/polar-hombre-steens-mountain-columbia-1861681/p?property__Color=%28043%29%20NIMBUS%20GREY,hombre,2022-07-27
Polar Hombre Steens Mountain™ Half-Zip Fleece Jacket,$49.990,https://www.columbiachile.cl/polar-hombre-steens-mountain-half-zip-fleece-jacket-columbia-1620191/p?property__Color=%28010%29%20BLACK,hombre,2022-07-27
Polera Manga Corta Hombre Zero Rules™ Graphic,$29.990,https://www.columbiachile.cl/polera-manga-corta-hombre-zero-rules-graphic-columbia-1533291/p?property__Color=%28846%29%20BONFIRE,hombre,2022-07-27
Polera Manga Corta Hombre Zero Rules™ Graphic,$29.990,https://www.columbiachile.cl/polera-manga-corta-hombre-zero-rules-graphic-columbia-1533291/p?property__Color=%28435%29%20BRIGHT%20INDIGO,hombre,2022-07-27
Camisa Under Exposure™ Yd Manga Corta,$32.990,https://www.columbiachile.cl/clb-polera-hombre-under-exposure-yd-ss-1715221/p?property__Color=%28639%29%20DARK%20CORAL,hombre,2022-07-27
Botín Hombre Trailstorm™ Mid Waterproof,$119.990,https://www.columbiachile.cl/botin-hombre-trailstorm-mid-waterproof-columbia-1938881/p?property__Color=%28053%29%20GRAPHITE,hombre,2022-07-27
Sandalia Vent™ Cush Flip,$34.990,https://www.columbiachile.cl/clb-sandalia-hombre-vent-cush-flip-1677951/p?property__Color=%28437%29AZUL,hombre,2022-07-27
Camisa Katchor™ II Short Sleeve,$34.990,https://www.columbiachile.cl/clb-camisa-hombre-katchor-ii-short-1577771/p?property__Color=%28271%29%20ANCIENT%20FOSSIL,hombre,2022-07-27
Short Twisted Creek™,$44.990,https://www.columbiachile.cl/clb-short-hombre-twisted-creek-short-1839521/p?property__Color=%28441%29%20MOUNTAIN,hombre,2022-07-27
Polera Hombre Path Lake Graphic,$24.990,https://www.columbiachile.cl/polera-hombre-path-lake-graphic-columbia-1934811/p?property__Color=%28010%29%20BLACK,hombre,2022-07-27
Polera Hombre Path Lake Graphic,$24.990,https://www.columbiachile.cl/polera-hombre-path-lake-graphic-columbia-1934811/p?property__Color=%28449%29%20BLUESTONE,hombre,2022-07-27
Polera Terra Vale™ II Manga Corta,$24.990,https://www.columbiachile.cl/clb-polera-hombre-terra-vale-ii-ss-tee-1888841/p?property__Color=%28024%29%20CITY%20GREY,hombre,2022-07-27
Polera Zero Rules™ Short Sleeve,$29.990,https://www.columbiachile.cl/clb-polera-hombre-zero-rules-short-ss-am6084/p?property__Color=%28039%29COLB%20GREY%20HEATH,hombre,2022-07-27
Polera M Bluff Mesa™ Graphic Manga Corta,$26.990,https://www.columbiachile.cl/clb-polera-hombre-m-bluff-mesa-graphic-1888871/p?property__Color=%28327%29%20NEW%20OLIVE,hombre,2022-07-27
Short Silver Ridge™ Cargo,$39.990,https://www.columbiachile.cl/clb-short-hombre-silver-ridge-cargo-am4084/p?property__Color=%28221%29%20TUSK,hombre,2022-07-27
Short Silver Ridge™ Cargo,$39.990,https://www.columbiachile.cl/clb-short-hombre-silver-ridge-cargo-am4084/p?property__Color=%28028%29%20GRILL,hombre,2022-07-27
Trek Full Zip Hoodie,$49.990,https://www.columbiachile.cl/poleron-hombre-trek-full-zip-hoodie-columbia-1957891/p?property__Color=%28031%29%20CHARCOAL,hombre,2022-07-27
MONTRAIL TRINITY AG,$154.990,https://www.columbiachile.cl/zapatilla-hombre-montrail-trinity-ag-columbia-1979621/p?property__Color=%28813%29%20RED%20QUARTZ,hombre,2022-07-27
Brentyn Trail¿ II SS,$34.990,https://www.columbiachile.cl/camisa-m-c-hombre-brentyn-trail-ii-ss-columbia-1883521/p?property__Color=%28010%29%20BLACK,hombre,2022-07-27
Brentyn Trail¿ II SS,$34.990,https://www.columbiachile.cl/camisa-m-c-hombre-brentyn-trail-ii-ss-columbia-1883521/p?property__Color=%28024%29%20CITY%20GREY,hombre,2022-07-27
Rapid Rivers¿ Novelty Short Sleeve,$34.990,https://www.columbiachile.cl/camisa-m-c-hombre-rapid-rivers-novelty-columbia-1990801/p?property__Color=%28662%29%20RED%20ONION,hombre,2022-07-27
Rapid Rivers¿ Novelty Short Sleeve,$34.990,https://www.columbiachile.cl/camisa-m-c-hombre-rapid-rivers-novelty-columbia-1990801/p?property__Color=%28011%29%20SHARK,hombre,2022-07-27
Rapid Rivers¿ Novelty Short Sleeve,$34.990,https://www.columbiachile.cl/camisa-m-c-hombre-rapid-rivers-novelty-columbia-1990801/p?property__Color=%28397%29%20STONE%20GREEN,hombre,2022-07-27
Washed Out¿ Printed Short,$29.990,https://www.columbiachile.cl/short-hombre-washed-out-printed-columbia-1990781/p?property__Color=%28464%29COLLEGIATE%20NAVY,hombre,2022-07-27
Washed Out¿ Printed Short,$29.990,https://www.columbiachile.cl/short-hombre-washed-out-printed-columbia-1990781/p?property__Color=%28023%29%20COLUMBIA%20GREY,hombre,2022-07-27
Washed Out¿ Printed Short,$29.990,https://www.columbiachile.cl/short-hombre-washed-out-printed-columbia-1990781/p?property__Color=%28327%29%20SAVORY%20CAMP,hombre,2022-07-27
M Summerdry¿ Short,$34.990,https://www.columbiachile.cl/short-hombre-m-summerdry-short-columbia-1930461/p?property__Color=%28397%29%20STONE%20GREEN,hombre,2022-07-27
M Summerdry¿ Short,$34.990,https://www.columbiachile.cl/short-hombre-m-summerdry-short-columbia-1930461/p?property__Color=%28478%29%20DARK%20MOUNTAIN,hombre,2022-07-27
M Summerdry¿ Short,$34.990,https://www.columbiachile.cl/short-hombre-m-summerdry-short-columbia-1930461/p?property__Color=%28316%29%20CYPRESS,hombre,2022-07-27
M Summerdry¿ Short,$34.990,https://www.columbiachile.cl/short-hombre-m-summerdry-short-columbia-1930461/p?property__Color=%28880%29%20MANGO,hombre,2022-07-27
